"CLIENTNUM";"Attrition_Flag";"Customer_Age";"Gender";"Dependent_count";"Education_Level";"Marital_Status";"Income_Category";"Card_Category";"Months_on_book";"Total_Relationship_Count";"Months_Inactive_12_mon";"Contacts_Count_12_mon";"Credit_Limit";"Total_Revolving_Bal";"Trans_Amt_Oct12";"Trans_Amt_Nov12";"Trans_Amt_Dec12";"Trans_Amt_Jan13";"Trans_Amt_Feb13";"Trans_Amt_Mar13";"Trans_Count_Oct12";"Trans_Count_Nov12";"Trans_Count_Dec12";"Trans_Count_Jan13";"Trans_Count_Feb13";"Trans_Count_Mar13"
718474683;0;36;"M";0;"High School";"Married";"$120K +";"Blue";24;3;3;2;10097;2139;533;368;383;338;414;1056;11;9;18;11;9;9
716908158;0;42;"F";3;"College";"Married";"Less than $40K";"Blue";36;6;2;1;8260;2519;528;608;474;719;296;674;10;13;14;9;9;9
713984208;0;52;"M";4;"Graduate";"Married";"$40K - $60K";"Blue";33;5;2;1;5776;874;638;810;679;385;887;630;11;19;14;9;8;11
713013483;0;40;"F";4;"Graduate";"Divorced";"Less than $40K";"Blue";36;5;3;3;1438;915;562;1051;951;403;612;175;10;11;15;9;7;6
754599558;0;40;"F";3;"College";"Single";"Less than $40K";"Blue";33;5;3;1;7207;2002;590;455;1048;473;625;634;7;17;17;12;7;10
788739633;1;38;"M";1;"Unknown";"Married";"$120K +";"Blue";16;3;1;4;2106;238;310;640;377;288;254;267;6;6;9;6;5;8
712411908;0;44;"M";3;"High School";"Married";"$60K - $80K";"Blue";34;4;2;5;21158;0;619;882;992;592;507;479;13;10;14;11;7;12
717538683;0;43;"M";3;"Graduate";"Married";"$120K +";"Blue";36;3;2;2;22906;1132;615;783;252;400;486;668;14;17;6;7;10;10
709447908;0;45;"M";2;"Graduate";"Married";"$60K - $80K";"Blue";33;4;3;4;2648;2309;524;290;822;499;682;464;9;9;16;12;7;10
816834933;0;34;"F";4;"Graduate";"Single";"Unknown";"Silver";29;6;2;2;30702;673;534;483;524;360;372;379;15;11;16;12;8;2
718963158;0;49;"M";1;"Unknown";"Single";"$120K +";"Blue";40;5;3;1;30728.35;0;582;574;680;417;294;683;13;14;14;9;2;12
714358008;0;53;"F";1;"College";"Divorced";"Unknown";"Blue";36;3;1;3;17054;0;534;772;1478;649;824;402;11;14;20;7;11;9
720758808;1;38;"M";3;"College";"Single";"$60K - $80K";"Blue";18;5;1;5;16317;0;310;376;588;213;229;279;7;5;16;12;5;9
708255633;0;36;"M";1;"Graduate";"Single";"$80K - $120K";"Blue";27;3;2;4;3761;1710;582;557;852;423;559;267;12;16;13;9;7;8
716101308;0;48;"M";3;"Unknown";"Married";"$40K - $60K";"Blue";35;6;3;4;2173;0;525;851;913;494;804;664;11;11;13;9;9;7
715986258;0;53;"F";1;"Uneducated";"Single";"$40K - $60K";"Silver";41;3;3;2;15845;1675;625;1603;438;446;369;556;11;19;17;9;4;8
715858008;1;49;"F";1;"Uneducated";"Married";"$40K - $60K";"Blue";39;2;3;3;8061;2946;310;353;242;155;49;115;11;8;3;2;1;6
806226933;0;37;"M";2;"High School";"Unknown";"$120K +";"Blue";32;6;1;1;30728.35;0;587;497;814;432;589;741;14;8;6;10;10;11
708361833;0;44;"M";4;"Graduate";"Married";"$80K - $120K";"Blue";36;3;2;3;19430;0;630;581;603;878;505;453;15;13;21;11;9;11
778422933;0;42;"F";1;"Unknown";"Single";"Unknown";"Blue";22;4;2;2;19127;985;540;555;595;440;683;510;15;4;10;11;9;7
708957183;0;48;"M";0;"Unknown";"Divorced";"$40K - $60K";"Blue";36;3;1;0;2708;2547;616;395;391;296;262;238;9;9;4;11;0;8
718000383;0;60;"F";1;"Graduate";"Single";"Unknown";"Blue";51;3;3;4;23566;1147;554;1142;927;486;648;517;12;16;11;11;7;7
714466458;0;49;"F";2;"High School";"Married";"Unknown";"Blue";35;4;3;2;2532;2124;569;809;604;465;432;521;20;12;12;13;9;10
719608308;0;37;"M";2;"High School";"Single";"$60K - $80K";"Blue";29;3;2;3;9829;2878;569;712;560;375;335;376;12;10;11;14;12;14
792995808;0;57;"F";3;"Post-Graduate";"Single";"$40K - $60K";"Blue";51;5;4;5;7226;1689;565;766;567;725;397;454;16;9;13;8;10;11
716211258;0;59;"F";1;"College";"Unknown";"Less than $40K";"Blue";49;6;5;4;4072;0;565;357;421;200;180;243;8;3;9;11;6;6
779289033;0;46;"F";3;"Uneducated";"Single";"Unknown";"Blue";28;4;1;5;21646;1778;632;587;388;563;723;435;12;17;5;9;7;11
719356008;0;39;"F";3;"Graduate";"Single";"Less than $40K";"Blue";36;4;3;4;1412.15;0;603;652;994;880;631;788;15;3;18;12;10;11
718503108;0;40;"M";3;"Unknown";"Married";"$120K +";"Blue";26;3;3;1;14046;1994;603;1098;938;237;424;492;15;19;14;9;9;11
779661033;0;49;"M";4;"Unknown";"Married";"$60K - $80K";"Silver";32;5;2;3;25620;1107;632;394;751;1026;262;438;16;12;12;14;3;9
813053733;1;53;"M";4;"Unknown";"Single";"$120K +";"Blue";48;3;3;4;30728.35;278;311;642;714;491;441;430;8;10;17;7;3;4
718354683;0;59;"F";0;"Graduate";"Single";"$40K - $60K";"Silver";45;6;3;3;21358;1225;541;674;954;450;613;414;18;13;13;13;10;10
720529308;1;63;"M";0;"High School";"Single";"$60K - $80K";"Blue";48;5;3;1;1856;0;312;416;475;167;172;263;7;12;7;12;3;5
787578183;0;36;"M";3;"High School";"Single";"$80K - $120K";"Blue";28;5;3;2;1412.15;0;585;635;350;922;239;473;19;16;2;11;4;16
737952333;0;64;"M";1;"Graduate";"Single";"Less than $40K";"Blue";56;3;1;5;2586;0;585;925;596;438;542;349;10;15;16;10;6;8
779498058;0;39;"M";2;"Graduate";"Married";"$80K - $120K";"Blue";21;5;3;3;3281;1272;528;374;213;342;299;250;10;9;3;5;2;5
799707858;0;50;"F";1;"High School";"Married";"Less than $40K";"Blue";42;6;1;2;7115;2000;600;1068;358;562;468;528;13;11;5;9;8;11
719543208;0;38;"F";3;"Uneducated";"Single";"Unknown";"Blue";36;5;3;3;13220;848;542;934;600;623;328;762;11;18;17;11;4;11
797743233;0;45;"M";3;"Uneducated";"Unknown";"$60K - $80K";"Blue";39;3;2;3;5996;865;581;1096;1328;607;353;577;9;16;27;8;9;8
710658483;1;47;"M";4;"Graduate";"Unknown";"$40K - $60K";"Blue";34;2;3;6;9080;2174;312;507;450;363;242;224;9;9;11;9;2;6
715399908;0;54;"F";2;"High School";"Single";"Unknown";"Blue";45;5;3;5;7563;1465;533;1445;785;299;679;434;14;9;16;10;9;9
710288883;0;40;"F";1;"Graduate";"Married";"Less than $40K";"Blue";32;4;1;5;8749;1654;572;768;1641;556;926;591;14;15;18;8;7;11
719912808;0;52;"M";2;"High School";"Single";"$60K - $80K";"Blue";39;3;3;4;14973;0;610;868;1035;510;576;689;8;17;20;9;9;9
720247158;0;63;"M";0;"Graduate";"Single";"Unknown";"Blue";36;6;3;2;7108;600;567;530;992;670;589;439;8;16;18;11;7;8
718672233;0;48;"F";1;"Graduate";"Single";"Unknown";"Blue";38;3;2;2;23007;1239;644;728;610;681;244;488;14;14;15;9;1;10
789593058;0;46;"M";5;"College";"Married";"$60K - $80K";"Blue";39;3;2;3;24248;1020;625;258;629;571;547;681;20;9;19;11;11;14
710278458;1;52;"M";2;"High School";"Single";"$80K - $120K";"Blue";43;4;3;3;11617;2904;313;444;371;78;174;263;7;13;9;2;3;9
714467733;0;45;"M";2;"Graduate";"Married";"$60K - $80K";"Silver";36;3;2;3;30428;1721;645;1043;745;747;325;673;11;16;16;13;4;9
803026008;0;48;"M";3;"Unknown";"Married";"$80K - $120K";"Blue";42;3;6;2;6805;1448;645;712;529;454;550;573;12;13;13;8;7;12
772000533;0;59;"M";1;"Graduate";"Married";"$60K - $80K";"Blue";48;4;3;2;14257;1113;606;319;362;247;210;65;9;7;2;2;2;1
811035483;1;47;"M";3;"Uneducated";"Divorced";"$120K +";"Silver";42;2;4;5;30728.35;0;313;440;326;204;27;331;7;11;4;6;0;7
715480983;0;55;"F";2;"College";"Single";"Less than $40K";"Blue";36;5;2;3;5719;892;602;926;614;531;280;450;16;14;18;9;2;9
819997983;0;53;"M";5;"Unknown";"Married";"$80K - $120K";"Blue";48;6;1;0;9517;1869;530;142;126;248;173;234;11;1;2;4;4;4
807593058;1;41;"F";3;"Unknown";"Single";"$40K - $60K";"Blue";36;3;2;4;5317;0;313;344;522;397;296;131;7;4;11;5;1;1
720437358;0;40;"M";3;"Graduate";"Single";"$40K - $60K";"Blue";32;5;1;2;2526;2303;646;539;774;699;413;525;16;16;12;9;7;9
719465733;0;52;"F";2;"High School";"Single";"Less than $40K";"Blue";44;6;3;3;2971;0;559;628;883;1002;675;711;15;13;11;11;5;8
711978858;0;59;"M";2;"Graduate";"Single";"Less than $40K";"Blue";49;6;3;2;6834;900;607;1308;840;407;701;559;9;13;21;9;8;10
814364808;0;36;"F";2;"Uneducated";"Married";"Unknown";"Blue";31;5;3;1;3002;1002;554;426;311;238;243;852;12;4;7;11;4;8
788820933;0;59;"M";2;"Graduate";"Single";"$60K - $80K";"Blue";42;3;2;2;16727;1380;603;585;999;318;638;368;12;16;17;8;9;11
713316558;0;41;"M";4;"High School";"Married";"$60K - $80K";"Blue";29;3;2;2;4573;0;559;648;1010;417;577;565;13;6;17;10;10;14
779856483;0;38;"M";2;"Post-Graduate";"Single";"$80K - $120K";"Blue";22;4;1;2;15410;0;579;745;732;262;552;498;12;17;16;7;7;10
717085983;0;44;"F";2;"High School";"Single";"$40K - $60K";"Blue";25;6;2;3;3299;2576;574;836;767;909;586;640;14;18;15;16;11;10
788030208;1;42;"F";2;"Uneducated";"Single";"Less than $40K";"Silver";33;1;2;3;13453;3071.48;314;495;367;301;245;182;9;9;11;7;3;3
709914858;0;48;"F";2;"Graduate";"Married";"Less than $40K";"Blue";36;4;1;2;6362;1705;531;953;1660;665;648;712;10;20;27;10;9;8
716111808;0;57;"F";2;"Unknown";"Married";"Less than $40K";"Blue";49;5;3;1;2679;2011;651;186;338;222;207;119;7;4;5;6;4;2
708618933;0;34;"M";2;"Uneducated";"Single";"$120K +";"Blue";13;6;3;2;4369;2049;594;566;587;777;273;462;19;16;15;16;0;14
720446508;0;50;"F";2;"Uneducated";"Single";"Less than $40K";"Blue";36;5;3;2;1721;1037;570;245;743;351;383;389;15;8;10;9;7;8
756488883;0;41;"M";2;"Uneducated";"Single";"$80K - $120K";"Blue";34;6;2;2;2196;1619;546;275;411;334;284;190;12;10;16;11;8;8
708414033;0;50;"M";4;"Graduate";"Married";"$40K - $60K";"Blue";38;6;3;3;2845;1153;643;484;905;560;653;485;12;4;18;14;7;11
756727233;0;49;"M";2;"High School";"Single";"$120K +";"Blue";42;3;2;4;21144;1190;565;709;1989;432;514;686;14;17;6;11;7;11
720379533;1;47;"M";3;"Unknown";"Unknown";"$120K +";"Blue";36;1;3;4;3952;0;314;402;426;270;337;317;6;13;11;4;0;3
720340383;0;45;"F";2;"Graduate";"Married";"Less than $40K";"Blue";25;4;2;2;3518;2035;633;1006;935;712;286;462;15;18;16;13;9;11
771453033;0;47;"M";3;"High School";"Married";"$60K - $80K";"Blue";35;5;1;2;17343;1280;546;378;446;806;528;466;13;8;14;11;5;6
708747708;0;43;"M";3;"Graduate";"Married";"$80K - $120K";"Blue";33;4;1;2;3498;0;556;322;313;561;313;447;14;5;11;9;7;10
712460433;0;39;"M";2;"Uneducated";"Single";"$40K - $60K";"Blue";25;4;1;3;9121;1426;644;1024;800;522;713;409;18;17;19;8;9;9
719801508;0;36;"M";1;"Uneducated";"Unknown";"$120K +";"Blue";23;6;3;3;20230;798;610;988;1112;502;505;597;17;9;22;9;10;15
720983733;1;44;"M";3;"Unknown";"Single";"$60K - $80K";"Blue";36;2;3;3;15422;864;315;565;474;316;279;187;10;9;11;12;7;5
713657733;0;47;"M";4;"Unknown";"Single";"$60K - $80K";"Blue";36;5;3;1;9132;800;557;925;869;262;544;652;11;15;21;8;5;11
709955958;0;41;"F";1;"High School";"Single";"Less than $40K";"Blue";33;4;2;0;8054;1023;620;681;627;595;286;565;12;7;5;11;3;7
719099583;1;42;"M";3;"Graduate";"Married";"$40K - $60K";"Blue";34;3;2;3;1640;1444;315;292;349;36;259;109;7;7;13;0;3;3
719513733;0;48;"M";3;"Doctorate";"Married";"$80K - $120K";"Blue";41;3;3;4;8739;0;645;812;1037;592;652;538;16;16;7;9;7;14
710654808;1;46;"M";4;"Graduate";"Single";"$80K - $120K";"Blue";36;3;1;4;1818;0;315;513;552;387;262;279;9;12;9;8;3;3
719651358;0;46;"F";4;"Uneducated";"Single";"Unknown";"Blue";33;3;3;3;24949;1749;616;707;1194;779;369;427;13;11;26;11;7;9
718917408;0;46;"F";3;"Graduate";"Married";"$40K - $60K";"Blue";38;4;3;3;3115;1136;578;733;1160;337;291;605;13;13;22;8;4;10
808753758;0;52;"M";2;"Uneducated";"Divorced";"$120K +";"Blue";47;5;2;2;29695;1525;646;1397;644;233;525;664;10;22;12;11;7;9
711699183;0;56;"M";2;"Uneducated";"Divorced";"$60K - $80K";"Blue";50;4;1;2;7261;1079;563;289;758;832;637;644;12;3;13;11;8;11
711196458;1;38;"F";1;"Unknown";"Married";"Less than $40K";"Blue";20;2;2;3;1621;580;316;431;585;0;192;369;9;9;17;0;2;4
772565883;0;41;"M";0;"High School";"Single";"$80K - $120K";"Blue";31;3;5;2;30728.35;2793;631;931;1327;761;712;357;13;10;19;10;8;10
717203958;0;51;"M";3;"Graduate";"Married";"$40K - $60K";"Blue";36;6;3;2;11512;988;656;318;200;260;216;192;10;4;1;10;4;3
769701258;0;26;"F";0;"Unknown";"Unknown";"Unknown";"Blue";18;3;3;3;12463;1319;593;737;1085;325;733;523;12;14;20;7;7;11
714933783;0;51;"M";2;"Graduate";"Married";"$60K - $80K";"Blue";37;5;1;4;8511;0;651;578;779;623;567;577;11;6;20;8;8;9
717650133;0;41;"M";5;"Graduate";"Single";"$60K - $80K";"Blue";28;5;1;4;4821;1426;578;382;921;463;784;443;13;5;12;11;9;8
708707808;0;57;"M";2;"Graduate";"Unknown";"$60K - $80K";"Blue";45;4;1;2;2480;1584;554;833;448;436;568;599;15;13;9;11;7;11
717331758;0;44;"M";4;"Graduate";"Married";"$120K +";"Blue";32;6;3;4;30728.35;2683;632;901;863;545;794;493;16;19;17;11;8;12
801385458;0;52;"M";1;"Uneducated";"Married";"$120K +";"Blue";46;5;2;4;8596;2019;569;667;1160;685;459;477;13;14;23;11;8;11
710605458;0;49;"M";2;"High School";"Married";"$60K - $80K";"Blue";39;6;3;2;7223;1963;535;489;1205;659;551;688;13;6;19;11;11;10
719570733;0;52;"M";2;"Unknown";"Single";"$60K - $80K";"Blue";39;3;2;3;1629;978;588;1289;549;323;591;426;17;20;12;13;10;11
708646233;0;44;"F";1;"Unknown";"Divorced";"Unknown";"Blue";36;3;2;1;17116;1289;652;735;942;455;481;367;11;6;9;10;9;5
766006758;0;63;"M";1;"High School";"Married";"$60K - $80K";"Blue";56;3;2;4;7216;2321;608;310;245;270;109;192;10;10;4;9;2;3
710695083;0;44;"M";3;"College";"Single";"$60K - $80K";"Silver";32;4;1;3;28397;1421;535;257;208;375;94;166;10;3;4;9;2;3
709224033;1;53;"M";4;"Uneducated";"Single";"$60K - $80K";"Blue";43;1;3;2;13720;0;316;356;423;291;307;137;5;10;14;3;3;1
795991758;0;47;"F";3;"Unknown";"Married";"$40K - $60K";"Blue";41;5;3;3;7553;660;647;1097;890;451;610;384;13;18;15;5;6;10
709381383;0;49;"M";4;"Graduate";"Married";"$60K - $80K";"Blue";36;4;6;2;2952;2696;594;789;734;398;735;580;18;16;17;7;7;12
810321933;0;35;"M";3;"High School";"Unknown";"$80K - $120K";"Blue";30;5;3;3;11229;1054;638;312;273;320;177;178;10;0;4;9;6;7
716235783;0;45;"M";3;"College";"Married";"$40K - $60K";"Blue";39;3;2;4;7109;866;585;1152;837;590;489;394;15;17;13;10;7;13
758833758;0;45;"M";4;"Unknown";"Married";"$40K - $60K";"Blue";38;4;3;3;1862;845;585;902;707;420;413;493;15;13;8;10;9;13
713579733;0;36;"M";2;"College";"Single";"$60K - $80K";"Blue";22;5;3;3;4511;754;600;328;435;340;587;307;19;14;4;14;10;10
804649833;0;42;"M";3;"Post-Graduate";"Married";"$40K - $60K";"Blue";29;3;3;4;2533;1126;556;763;603;286;639;589;17;13;17;11;6;10
780971583;0;46;"M";1;"Graduate";"Divorced";"$120K +";"Blue";30;6;2;2;2016;797;571;714;504;560;827;596;10;12;11;9;8;12
804673308;1;49;"M";5;"Uneducated";"Married";"$40K - $60K";"Blue";44;2;3;4;3893;0;317;463;343;336;82;325;3;12;4;6;6;6
788747358;0;50;"M";0;"High School";"Divorced";"$40K - $60K";"Blue";29;5;3;2;5530;2034;576;1339;1021;558;849;493;11;15;13;10;9;10
713199558;0;57;"F";3;"Doctorate";"Single";"Less than $40K";"Blue";44;5;3;2;1737;813;644;593;852;559;618;403;14;3;15;7;12;7
713777883;0;46;"F";0;"Graduate";"Divorced";"Unknown";"Blue";36;3;3;2;6853;1679;630;550;614;545;690;514;13;9;4;9;8;9
771081558;0;55;"M";2;"High School";"Divorced";"$120K +";"Blue";42;3;2;2;30728.35;1190;600;392;570;352;488;460;15;18;12;11;11;11
710229333;0;38;"M";2;"College";"Single";"$40K - $60K";"Blue";20;6;1;3;11068;1254;600;1137;951;435;321;368;11;14;14;11;4;10
720406233;0;35;"F";2;"Graduate";"Married";"Less than $40K";"Blue";36;5;2;4;5546;1829;581;346;131;252;244;216;10;5;8;12;4;7
767784708;1;48;"M";0;"Doctorate";"Married";"$60K - $80K";"Blue";41;2;3;4;7277;504;317;543;629;269;283;315;7;9;15;5;1;3
712052058;0;57;"M";3;"Graduate";"Single";"$40K - $60K";"Blue";48;3;3;0;9426;1574;552;1254;546;604;528;728;9;22;18;11;8;7
715278708;0;55;"M";2;"Unknown";"Single";"$60K - $80K";"Blue";36;5;3;1;1594;927;611;763;566;723;564;624;12;9;15;11;9;9
827049558;0;47;"M";2;"Graduate";"Unknown";"$80K - $120K";"Blue";43;3;2;2;2158;1170;635;748;1172;632;730;504;18;12;23;13;9;14
710248233;0;37;"M";3;"College";"Single";"$40K - $60K";"Blue";28;5;2;3;3490;1421;660;542;394;808;569;419;17;15;11;15;10;12
712146558;0;48;"F";5;"Uneducated";"Married";"Less than $40K";"Blue";30;3;2;3;2364;1619;660;827;551;425;230;537;13;14;11;9;10;8
715179933;0;49;"F";2;"High School";"Married";"Unknown";"Blue";36;6;2;3;15704;0;626;677;908;521;672;849;18;17;19;11;10;16
709215708;0;49;"M";2;"Post-Graduate";"Unknown";"$60K - $80K";"Blue";36;4;2;5;18253;2640;587;572;798;482;645;653;14;17;15;9;9;9
710668458;0;48;"F";4;"Graduate";"Married";"Less than $40K";"Blue";36;5;3;0;3696;0;538;667;572;524;616;488;13;13;18;11;9;12
718828083;0;52;"M";1;"Graduate";"Single";"$40K - $60K";"Blue";43;4;3;3;8748;2284;544;606;771;603;508;501;15;12;19;9;8;10
720781158;0;44;"F";2;"Uneducated";"Divorced";"$40K - $60K";"Blue";27;4;2;3;5608;1243;553;965;1040;348;352;571;9;18;26;11;0;10
716938383;0;41;"M";4;"Unknown";"Married";"$80K - $120K";"Blue";28;3;2;3;30728.35;0;568;851;767;620;400;605;10;12;13;11;7;8
709976358;0;51;"F";1;"Unknown";"Single";"Less than $40K";"Blue";42;4;3;3;3236;0;637;622;940;505;540;708;18;13;15;9;11;14
715688958;0;45;"F";2;"Post-Graduate";"Single";"Less than $40K";"Blue";36;3;1;3;2736;2043;589;971;967;700;627;696;14;19;15;14;8;14
721493883;0;49;"F";4;"Unknown";"Single";"Less than $40K";"Blue";35;5;2;2;5195;0;569;658;325;508;579;674;17;19;3;10;8;12
709830783;0;47;"M";5;"Unknown";"Single";"$120K +";"Silver";36;5;2;2;30728.35;1686;584;742;759;768;815;371;15;16;10;11;9;11
715354983;0;44;"M";3;"Graduate";"Married";"$40K - $60K";"Blue";35;6;3;1;6327;0;652;838;703;496;555;409;18;15;13;13;7;11
713532858;0;42;"M";2;"Doctorate";"Unknown";"$80K - $120K";"Blue";36;6;1;2;4728;1386;652;646;1024;819;494;442;16;9;18;11;7;9
721295658;0;62;"M";1;"Unknown";"Single";"$80K - $120K";"Blue";55;6;1;4;30728.35;2831;545;572;927;631;667;633;12;13;16;8;6;8
720313083;0;32;"M";1;"Unknown";"Single";"$120K +";"Blue";18;5;3;2;6276;2289;648;481;482;399;287;340;18;11;20;10;0;9
720724008;0;43;"M";2;"Graduate";"Single";"$80K - $120K";"Blue";36;4;1;4;13430;2356;560;657;947;514;577;462;11;13;16;9;7;11
712828533;0;62;"M";1;"Graduate";"Single";"$60K - $80K";"Blue";36;3;1;2;2796;0;550;963;1570;575;600;562;10;17;18;9;9;11
717007458;0;46;"M";2;"Graduate";"Married";"$40K - $60K";"Blue";38;4;3;3;2457;1051;565;546;532;632;560;421;16;9;12;13;9;12
710728458;0;62;"F";1;"Unknown";"Single";"Less than $40K";"Blue";36;3;3;2;7075;1396;634;914;1330;608;547;376;9;13;27;11;7;8
717720108;0;42;"M";2;"Graduate";"Married";"$80K - $120K";"Blue";31;4;2;3;12386;980;605;756;616;440;410;447;15;14;15;11;2;12
720648483;0;39;"M";4;"College";"Single";"$80K - $120K";"Blue";31;4;3;2;30728.35;1115;581;276;267;288;131;278;18;8;9;12;2;4
770146008;0;59;"M";1;"Graduate";"Single";"$40K - $60K";"Blue";53;4;3;2;2136;1502;561;273;324;487;99;164;9;9;9;7;1;2
714829683;0;43;"M";2;"Doctorate";"Single";"$80K - $120K";"Blue";36;3;3;3;10851;1101;561;776;830;417;460;644;12;11;14;9;10;9
717015333;0;52;"M";1;"Unknown";"Divorced";"$120K +";"Blue";41;6;1;2;2717;1953;547;899;751;415;601;761;14;15;16;8;7;10
757837458;0;59;"F";2;"High School";"Single";"Unknown";"Blue";52;4;2;4;3578;663;611;1033;785;653;464;519;17;12;19;10;8;13
719240358;0;60;"M";1;"Unknown";"Single";"$60K - $80K";"Blue";50;4;3;0;10698;1790;635;710;722;787;525;716;15;6;14;13;8;11
719036883;0;48;"F";1;"Uneducated";"Divorced";"Less than $40K";"Blue";38;3;3;2;4668;0;562;927;707;661;648;658;13;21;19;10;7;7
714000108;0;40;"F";3;"College";"Divorced";"Unknown";"Blue";36;5;2;4;6772;0;631;1065;771;445;430;316;13;14;13;8;9;9
720786033;0;55;"M";1;"College";"Single";"$80K - $120K";"Blue";42;5;2;4;10696;1206;656;306;309;642;308;268;11;2;7;7;2;9
708917133;0;48;"M";3;"High School";"Single";"$80K - $120K";"Blue";35;3;3;4;11851;0;597;1635;913;220;497;636;13;17;15;8;8;12
818929158;0;36;"M";2;"Doctorate";"Single";"$40K - $60K";"Blue";31;3;3;2;11558;0;617;489;331;237;236;310;9;15;5;7;6;11
709513458;0;49;"M";3;"High School";"Unknown";"$60K - $80K";"Blue";36;3;2;2;9551;1833;548;155;498;558;576;878;15;2;4;10;11;10
717705858;0;40;"M";2;"High School";"Unknown";"$80K - $120K";"Blue";32;4;3;3;29923;0;617;553;135;417;603;203;13;12;4;11;7;5
716573058;1;54;"F";3;"Doctorate";"Unknown";"Less than $40K";"Blue";36;3;3;4;1412.15;0;321;442;303;147;181;204;7;13;11;5;3;1
827695683;0;40;"M";3;"Uneducated";"Single";"$120K +";"Blue";36;4;2;5;30728.35;1329;563;1072;846;424;509;492;13;19;19;8;9;9
819189108;0;63;"M";0;"College";"Single";"$80K - $120K";"Blue";56;6;2;2;9033;0;632;838;1034;720;589;643;20;14;18;11;9;13
716977758;1;44;"F";3;"Uneducated";"Married";"Less than $40K";"Blue";36;2;3;1;3675;3071.48;321;386;376;270;380;180;3;9;9;6;4;4
714901383;0;44;"M";2;"High School";"Married";"$80K - $120K";"Blue";38;6;3;3;9183;2191;667;542;1637;741;570;346;12;14;16;9;7;11
718500633;0;45;"F";4;"Unknown";"Married";"Less than $40K";"Blue";36;5;1;1;7924;1896;549;401;563;552;515;690;15;8;7;10;8;10
713516433;0;36;"F";3;"College";"Single";"Less than $40K";"Blue";36;6;1;0;5383;737;598;533;369;834;174;426;17;18;14;13;6;12
715140933;0;45;"F";3;"Graduate";"Single";"$40K - $60K";"Silver";39;5;2;4;21425;1459;628;503;666;685;626;596;13;10;16;8;4;9
712642533;0;38;"M";3;"Unknown";"Unknown";"$80K - $120K";"Blue";26;6;1;3;30728.35;2098;544;845;1056;654;203;486;18;11;16;11;9;11
721498008;0;44;"F";3;"Uneducated";"Single";"Less than $40K";"Blue";35;5;2;2;1412.15;0;633;840;532;758;570;633;11;14;7;9;7;9
717189183;0;35;"M";1;"Doctorate";"Single";"$40K - $60K";"Blue";24;6;3;2;10467;1961;575;447;534;444;372;293;14;11;14;10;7;9
708902883;0;55;"M";2;"Graduate";"Single";"$120K +";"Blue";36;5;2;2;12856;0;644;936;648;264;488;384;15;13;11;7;7;8
817889583;1;61;"F";0;"Graduate";"Single";"$40K - $60K";"Blue";56;3;3;4;9721;0;322;590;326;362;345;315;7;9;7;9;5;9
717242058;1;43;"F";5;"Graduate";"Married";"Less than $40K";"Blue";39;2;3;4;3981;0;322;542;346;357;429;138;5;13;13;5;3;3
715628733;0;40;"F";4;"Unknown";"Single";"Less than $40K";"Blue";36;6;3;4;7587;0;664;404;667;551;342;529;10;10;12;9;9;9
716613933;0;51;"F";3;"High School";"Single";"$40K - $60K";"Blue";36;6;5;2;3417;1482;640;889;612;653;339;518;13;5;15;8;8;11
712709508;0;48;"F";2;"Unknown";"Single";"Unknown";"Blue";40;3;3;4;8012;0;655;587;415;476;195;317;14;10;11;11;9;8
716306583;1;64;"M";0;"Graduate";"Single";"Less than $40K";"Blue";36;3;3;5;3812;3071.48;323;636;507;381;223;255;11;6;9;8;3;8
720026058;0;49;"M";3;"Graduate";"Married";"$80K - $120K";"Blue";36;6;1;3;21378;1284;651;503;524;767;550;531;16;13;9;10;7;9
756397458;0;54;"F";1;"Graduate";"Single";"Less than $40K";"Silver";47;6;3;4;12873;0;561;436;584;285;760;544;15;8;15;11;10;11
712644483;0;46;"M";3;"High School";"Single";"$60K - $80K";"Blue";39;5;3;1;20229;1217;566;852;1034;643;633;542;10;17;13;9;5;8
814489683;0;34;"F";2;"Unknown";"Single";"Less than $40K";"Blue";29;3;1;0;5387;795;581;347;485;480;320;383;12;7;10;14;0;16
789111483;0;46;"M";3;"Graduate";"Unknown";"$80K - $120K";"Blue";34;5;3;4;16546;1850;596;575;1290;319;828;647;12;16;20;9;8;10
709573533;0;48;"M";3;"Uneducated";"Married";"$40K - $60K";"Blue";34;5;1;2;11191;0;597;716;1164;596;584;257;9;16;15;12;9;10
807137808;0;45;"M";3;"High School";"Divorced";"$60K - $80K";"Blue";40;4;1;2;17576;0;552;722;822;400;480;518;17;11;11;9;8;11
711861258;0;65;"F";1;"Uneducated";"Single";"Less than $40K";"Blue";36;3;2;3;4182;0;636;876;881;451;586;616;9;13;13;8;5;9
716660583;0;45;"M";0;"Graduate";"Single";"$40K - $60K";"Blue";37;4;5;2;10271;1746;622;903;700;635;424;412;11;17;17;9;9;9
717222033;0;40;"F";3;"Unknown";"Single";"Less than $40K";"Blue";28;3;1;4;1647;1198;671;952;804;400;835;610;18;11;13;12;11;11
716617608;0;50;"F";1;"High School";"Single";"Less than $40K";"Blue";36;6;3;3;1560;995;552;260;387;283;216;238;12;11;12;12;7;4
716786808;0;40;"M";5;"Post-Graduate";"Single";"$60K - $80K";"Blue";30;3;2;2;1659;0;666;895;860;278;587;552;11;15;13;11;9;7
